,text,sentiment
996,"""Niestety nie polecam!!!!  Zamówiony komplet dotarł tylko w części - z kompletu 4 sztuk otrzymałem tylko jeden garnek. Po kontakcie telefonicznym , tylko informacja - proszę czekać . Nie polecam!!!""",negative
997,"""Zakup, nie jest gwarancją zakupu, przelanie środków nie jest gwarancją zakupu, potwierdzenie telefoniczne nie jest gwarancją zakupu. Po 10 dniach ""prośby"" o wysyłkę towaru firma ""stwierdziła"" że nie ma i odda kasę. -  47 980  zł po około 14 dniach!""",negative
998,"""Pierwszy raz zawiodłem się na tym sklepie. Jedna z dwóch paczek nie została wysłana przez Sprzedającego i pomimo założonej dyskusji od tygodnia nie mogę doprosić się o dosłanie brakującej paczki. Moja cierpliwość się już skończyła.""",negative
999,"""Pralka zepsuła sie po pierwszym praniu, czekam na nowy panel sterujacy, wydalem 1099pln, i pralka niepierze 2tyg.""",negative
1000,"""To mój pierwszy negatyw.Zakup 5.04 do dziś nie wysłany.Nikt się ze mną nie skontaktował z inf. o opóźnieniu, codziennie dzwoniłam na infolinię, gdzie tylko mówiono że weryfikują sprawe. Gdy wysłałam dyskusję przez allegro zero reakcji, dopiero na mail od allegro odpowiedziano że to problem logistyczny... Nie polecam. Zakupiłam to samo u innego Sprzedawcy i na drugi dzień mam""",negative
1001,"""kupiłem tusz 31 marca,   zgłosiłem rezygnację 24 kwietnia , dzwoniłem 3 razy co z moim zamówieniem, obiecywali wyjaśnić i oddzwonić - nic nie zrobili - ogólna masakra""",negative
1002,"""Niestety zwróciłem przesyłkę i musiałem się upomnieć o zwrot pieniędzy. I gdy już otrzymałem informację że dostanę zwrot gotówki to była to kwota z innego zamówienia i to nie z Ole Ole tylko z RTV EURO AGD  na niższą kwotę. Temat sprzed weekendu. Czekam na uwzględnienie moich uwag w dyskusji """,negative
1003,"""Towar nie został wysłany. Kontakt ze sprzedającym praktycznie nie istnieje. Dopiero po interwencji Allegro udało się odzyskać pieniądze """,negative
1004,"""koszt wysyłki proszę nie brac pod uwagę poniewaz odbierałem sam . Natomiast ze względu na panującą pandemię po informacji SmS-em że mogę odebrac towar od 10 00 , musiałem czekać w punkcie odbioru towaru w jakimś magazynie  2 godziny bo nikt nie powiedział nam ( bo byli tam też inni ok 10 ludzi) , że dopiero od 12,00 możemy odbierać ponieważ między 10 a 12 obsługujemy klientów powyżej 65 roku życia choć takiego nie widziałem . Także ocena moja co do obsługi jest negatywna a towar o.k.""",negative
1005,"""Wystawiłem po 5 gwiazdek ale mimo to nie polecam sprzedającego. Szybka wysyłka, konkurencyjne ceny ale pakowanie towaru to porażka. Rzeczy za 4tys. zł a jeszcze tak tragicznego pakowania nie widziałem. Wszystko przyszło w 4 paczkach. Osobno monitor i wieża w oryginalnych opakowaniach. Kolejne dwie paczki to worki foliowe z luźno wrzuconymi pudełkami. Wszystkie opakowania poobijane lub podziurawione. Na szczęście wszystko działa ale tylko przypadkiem...""",negative
1006,"""Lodówka nie została wniesiona, a o zwrot pieniędzy za wniesienie które były dodatkowo zapłacone muszę się prosić. lodówkę wystawili pod bramą, i na covid  zwalili. A przy zakupie opcja dopłaty jest bez żadnej wzmianki że nie wnoszą. Zakup lodówki 4 kwi 2020, a do dziś (26 kwi 2020) zwrotu za niewniesione wniesienie jak NIMA tak NIMA :(. Obsługa ma jakiś problem, wstyd !!!.""",negative
1007,"""Suszarka po zawieszeniu prania za każdym razem się rozjezdża i leży na ziemi! """,negative
1008,"""kontakt ze sprzedawca tragiczny, tak samo jak i przedmiot zamówiony w tym sklepie  """,negative
1009,"""Pierwszy raz spotykam się z takim podejściem do klienta, zakupiony produkt 7.04.20 17:49,dziś mamy 25.04.20 18:01 w dobie pandemi takie podejście do klienta niedopuszczalne.Odpowiedzi zdawkowe po rozmowie z infolinią, zapewnienie że produkt będzie najpóźniej w dniu 21.04 nic nie otrzymałem,ile można czekać.Wypada poinformować klienta jeśli firma nie jest w stanie realizować zamówień.Nie polecam znajomi też informowali żeby czasem nie zamawiać z firmy OLEOLE! Lepiej uczyć się na cudzych błędach! """,negative
1010,"""Towar zakupilam z usluga wniesienie+ ustawienie. Panowie powiedzieli, ze moga zostawic lodowke na korytarzu i zebym .wyniosla im stara.  Ponadto obaj panowie byli bez maseczek, a jeden z nich z duma chwalil sie, ze ma koronowirusa. """,negative
1011,"""Paczka została zagubiona na magazynie, doszła 2 tyg po terminie. Czas oczekiwania na rozmowę z konsultantem to ponad 30 min będąc pierwszym w kolejce od którego uzyskujemy odpowiedź aby tylko czekać. """,negative
1012,"""Dzbanek nie dotarł Po kilku telefonach w końcu otrzymałam zwrot pieniędzy  """,negative
1013,"""Niestety po ponad dwoch tygodniach oczekiwania na wysyłke, wysłuchiwania od sprzedawcy, ze lada dzien przesyłka zostanie wysłana udało sie odzyskać pieniądze za zakupy dopiero po interwencji pracownika allegro. Ja osobiście nie polecam.""",negative
1014,"""Brak towaru po wpłacie. Po interwencji Allegro lakoniczna odpowiedź bez słowa wyjaśnienia, nie wspominając o przeprosinach. """,negative
1015,"""Towar wystawiony jako nowy otrzymałem uszkodzony, w opakowaniu noszącym ślady otwierania (najprawdopodobniej używany). Zwróciłem odstępując od umowy.  Zwrot pieniędzy otrzymałem dopiero po 16 dniach od dostarczenia zwrotu, po kilku napomnieniach i otwarciu dyskusji w Allegro. Komunikacja sprzedawcy lakoniczna, wymijająca i szablonowa. Nie polecam.""",negative
1016,"""Tragedia, zrzucają winę na klienta mimo, że w opisie aukcji nie ma słowa o opłacie za wniesienie. Nie polecam zamawiać gabarytów. Kontakt z obsługą ok w miarę szybka odpowiedź na odczepkę i sprawa oczywiście zamieciona pod dywan. Taka sytuacja jeszcze mi się nigdy nie przydarzyła. """,negative
1017,"""Jeśli, przez przypadek, kiedykolwiek trafi się wam coś u nich reklamować to już współczuję. T R A G E D I A . Pracuję w dużej firmie zajmującą się obsługą klientów - gdyby spotkało to któregokolwiek mojego klienta straciłabym pracę. Tam chyba dostaje się premie za uporczywe i notoryczne spychanie klienta na drugi plan z nadzieją że w końcu  odpuści .""",negative
1018,"""nie otrzymałam w przesyłce dowodu kupna urządzenia, paragon. Jest to  niedopuszczalne, gdyż jako urządzenie medyczne i elektryczne  objęte gwarancją powinno mieć udokumentowany zakup. Proszę takowy dokument wysłać na  mój adres Aleksandra Czarnecka ul.Bydgoska 25 m 8   Łódź 91-036.""",negative
1019,"""Każde pudełko z kawą było otwarte, brakowało jednej kapsułki z mlekiem, brak ustosunkowania się sprzedającego do tej kwestii""",negative
1020,"""Kupiłam produkt kontaktując się uprzednio ze sprzedawcą czy towar jest dostępny. Zapłaciłam z góry, przesyłka miała być w ciągu 1 dnia roboczego. Zależało mi na czasie. Po 4 dniach przesyłki nadal nie było, jak i żadnej informacji od sprzedawcy. Okazało się, że towaru, wbrew wcześniejszym zapewnieniom, nie ma w magazynie.""",negative
1021,"""Uchwyt obrotowy TV Wieszak REINSTON 40-70 Cali LED otrzymałem zgodny z opisem, zainstalowałem na ścianie i telewizorze. Dokręcając nakrętkę łączącą telewizor z uchwytem ukręciłem śrubę o wielkości M8 - podejrzewam słaby materiał. Zadzwoniłem do firmy i kazali spakować i odesłać, czego nie uczyniłem, gdyż podejrzewam, że wszystkie są wykonane z podobnego materiału. Opisuję całą historię gdyż uchwyt za 350 zł powinien być wykonany z super materiałów, gdyby on kosztował 69zł nie robiłbym problemu.""",negative
1022,"""Co to za sklep?! Co jest z wami nie tak?! Wrzuciliście maszynkę do strzyżenia za blisko 300 zł w zwykłą folię! ZERO zabezpieczenia! Mam teraz zmasakrowane opakowanie, pogniecione! Porwane! A to prezent na jutro! Myślałam, że kupuję  u renomowanego sprzedawcy! JAK MOGLIŚCIE NIE ZABEZPIECZYĆ OPAKOWANIA?! Nie kupujcie NIC w tym sklepie!""",negative
1023,"""Zamówiłem obudowę dysku przyszedł płyn do mycia szkła Karcher,zeszło prawie miesiąc do otrzymania obudowy, tak wszystko ok""",negative
1024,"""Ole ole?kpina. Otrzymałem procesor za 800zl zapakowany w folie kurierską (niebąbelkową) po 5dniach i 2uch telefonach na infolinie.Niesłowność , 24h po pierwszej interwencji dalej nie mamy informacji z magazynu(Otrzyma pan wiadomość mailowo z informacją o wysyłce, nie otrzymałem).Uszkodzone opakowanie naderwane i pogięte. Nie wspomne o doradzie zakupu kolejnej sztuki jeśli panu zależy na czasie bo mamy problem logistyczny.... 24h czas na nadanie paczki niezgodny z opisem.1 negatyw od 2008r""",negative
1025,"""Jak na telefon dla seniora bardzo słaby dzwonek""",negative
1026,"""W opisie napisano że są głośniki, faktycznie ich niema. """,negative
1027,"""Nie polecam.Nie mam towaru ani zwrotu pieniędzy.Zakup dn.06.04.2020r.Bardzo slaby kontakt z obsługą.""",negative
1028,"""Nie polecam!!!, kupiłam i zapłaciłam z góry towar, którego nie było. Po zakupie było jeszcze dostępnych 25 szt, ale tylko na aukcji... fizycznie brak. Pomimo braku towaru i mojej reklamacji, aukcja widniała jeszcze przez kolejny tydzień. Nie otrzymałam odpowiedzi na maila z reklamacją, nie usłyszałam też słowa przepraszam. """,negative
1029,"""Nie polecam. Towar wysłany dopiero po otworzeniu sporu w Allegro, tzn. 3 dni po otwarciu. Sprzedawca zbywał przez ok 2 tygodnie, mimo, iż w opisie deklaruje wysyłkę w ciągu 24h. """,negative
1030,"""Brak faktury, przy zakupie była informacja, że chcę fakturę otrzymać, nastepnie dwukrotnie sie kontaktowałem mailowo i jeden raz telefonicznie, zero odzewu,typowy brak poszanowania klienta, nie polecam """,negative
1031,"""Niestety patelnia przyszła wgnieciona, była bardzo słabo zapakowana- najwyraźniej latała po pudełku. Musiałam ubiegać się o zwrot pieniędzy, co poszło w miarę sprawnie.""",negative
1032,"""Towar zgodny ale obsługa katastrofa. Towar dostałem po 9 dniach, zerowy kontakt ze Sprzedającym, nie odpowiadał na jakiekolwiek maile. Mikser maił być prezentem, ale nie dotarł. Nie polecam zakupów u tego Sprzedającego.""",negative
1033,"""Problemy ze zwrotem gotówki. Od 14 dni nie mogę doprosić się o potwierdzenie zwrotu. Obsługa odpisuje na każdą wiadomość po paru dniach. Nie polecam.""",negative
1034,"""W ofercie są zdjęcia oryginalnego filtra do EN002. A dostałem trochę inny - pasuje gwintem, ale np. mniej otworów. Opakowanie to też ""zwykłe"" białe papierowe/tekturowe pudełko bez folii, jak z Chin, a nie jakiś blister czy ofoliowane pudełko ze zdjęciami. Mam wątpliwości, czy to oryginał - chociaż czy oferta mówi, że tak? (nieprawdziwe zdjęcia nie mają z tym nic wspólnego?) Uważam sprzedawcę za nieuczciwego. Nigdy więcej zakupów w OleOle, skoro nie mają skrupułów, żeby tak robić.""",negative
1035,"""Zrezygnowałem z zakupu. Zgodnie z zaleceniem z OleOle, nie odebrałem przesyłki. InPost zwrócił ją do nadawcy po 6 dniach. Dzisiaj minęły trzy tygodnie od rezygnacji i 16 dni od czasu gdy towar wrócił do sprzedawcy. Wciąż czekam na zwrot pieniędzy. Po upomnieniu się mailem dopiero dzisiaj ruszyła procedura zwrotu, tj. anulowano zamówienie i przekazano informację do księgowości. Pieniądze powinny być najpóźniej po 14 dniach na moim koncie. Nie polecam!""",negative
1036,"""Po zamówieniu, otrzymałem tego samego dnia info że paczkę wydano kurierowi. Jednakże na drugi dzień nie była widoczna w systemie a konsultant DPD potwierdził że paczka takowa NIE ZOSTAŁA NADANA. Wzbudziło to moje obawy co do faktycznego losu paczki. Niestety na pytanie co z nią, zostałem zbyty gotowcem wklejonym do maila i nie dowiedziałem się nic. Dziś paczka dotarła ale nie raczono napisać choćby  ""Przepraszamy za zamieszanie"". Zamiast tego kolejny gotowiec o nadaniu w terminie. Kpiny.""",negative
1037,"""Sklep zwleka z oddaniem pieniędzy, nie polecam!""",negative
1038,"""Jestem ogromnie zawiedziona, poniewaz po 40 stronach drukowania, nie zostalo zadnej kropli tuszu. Od prawie 10 lat uzywam tej drukarki i do tej pory nie zdazylo mi sie cos takiego, zawsze korzystam z oryginalne. Nie wiem czyj to jest problem, ale naprawde jestem rozczarowana.""",negative
1039,"""Przedmiot nie został do mnie wysłany. Za stracony czas, za nerwy , za wysyłanie wiadomości bez odpowiedzi - dziękuje. Nie skorzystam, Nie polecam! Po 2 tygodniach od zamówienia zwrot środków...""",negative
1040,"""Mata za mała, sprzedajacy nie chce zaakceptować zwrotu lub wymiany poprzez inpost pomimo współpracy z tą firmą, odradzam zakupy od tego sprzedawcy.""",negative
1041,"""Tragedia komunikacyjna i obsługowa. Po 9 dniach od zakupu nadal nie mam towaru, nikt nie jest w stanie odpowiedzieć dlaczego nie został wysłany. Po odstąpieniu od umowy czekam na pieniądze bo dalej coś wyjaśniają. Tragedia i nie polecam !""",negative
1042,"""Beznadziejny kontakt. Odzew po napisaniu maila chyba po  tygodniu.""",negative
1043,"""Witam, ludzie uważajcie gdzie kupujecie nigdy więcej nie zrobię tutaj zakupów i każdemu odradzę, a już Państwu opisuje moja sytuację która mnie spotkała. Zakupiłam na stronie Ole Ole Allegro suszarkę na prezent zakup wraz z zapłatą odbył się 13. 04 termin dostawy wybrałam na 16.04. Niestety do dnia dzisiejszego tj. 21.04 paczki nie otrzymałam dzwoniłam na infolinię i dostałam odp że nie wiedzą co się dzieje ale paczka jeszcze nie wyszła z magazynu. ŻENADA I BEZNADZIEJA. NIE KUPUJCIE TU NIGDY. """,negative
1044,"""Nie mogę nic pozytywnego napisać, gdyż towaru nie otrzymałam. Po monitach nie uzyskałam żadnej konkretnej odpowiedzi na temat tego czy sprzęt w końcu otrzymam, zrezygnowałam i poprosiłam o zwrot pieniędzy, który niestety również przeciągnął się  w czasie. Wielki negatyw """,negative
1045,"""Zostałem dodatkowo obciążony kosztem transportu ( mimo Allegro SMART , za 0,00 zł do paczkomatu ) . ponad miesiąc od mojej reklamacji  nie otrzymałem KOREKTY faktury . Odpowiedzi od sprzedawcy zbywające, bez konkretów , uzasadnienia, dokumentów, informacji koniecznych do zakończenia sprawy . Jednym słowem DRAMAT. Nie mogę zmienić ilości gwiazdek za ""koszt wysyłki""  bo  pojawia się komunikat ""ten zakup miał wysyłkę GRATIS"" .  Absurd""",negative
1046,"""Nie polecam, przesyłka przyszła cała rozwalona, pudelko a nawet steropian, jak to sie stało ze kielich nie został rozbity tego nie wiem, ale za opakowanie całkowite Zero, blender odebralem 5 nim temu wiec jak działa, jeszcze nie wiem.""",negative
1047,"""2 tygodnie po zakupie, brak przesyłki, brak zwrotu pieniędzy, brak kontaktu. Sprzedawca nie odpisuje na wiadomości, brak reakcji na wszczetą dyskusję. Nie polecam, a kupującym radzę omijać szerokim łukiem! !! """,negative
1048,"""Paczka nie dotarła do odbiorcy, gdyż na wniosek nadawcy została cofnięta. Zero informacji co było powodem zaistniałej sytuacji. Próby dzwonienia na infolinie kończyły się zbywaniem i obietnicami wyjaśnienia zaistniałej sytuacji ""w ciągu 2,3 dni będzie informacja"". Dopiero po miesiącu od zakupu w końcu udało się odzyskać środki z powrotem i to głównie dzięki wsparciu zespołu allegro.""",negative
1049,"""Paczka słabo zabezpieczona, karton poobijany i z dziurą.""",negative
1050,"""Dysk miał uszkodzoną wtyczke i połączenie z komputerem było bardzo często przerywane.""",negative
1051,"""Zamawiając produkt napisałam w wiadomości jakie kolory słuchawek chciałam a dostałam dwie czarne. Sprzedawca nie czyta w ogóle wiadomości.  """,negative
